ID,Gender,Race,Age_at_Release,Residence_PUMA,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,Prior_Arrest_Episodes_PPViolationCharges,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,Prior_Conviction_Episodes_PPViolationCharges,Prior_Conviction_Episodes_DomesticViolenceCharges,Prior_Conviction_Episodes_GunCharges,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years
2213,1,0,40,20,1,2,0,0,1.5,10,6,1,5,2,2,0,0,2,3,0,3,1,0,0,0,1,0,1,0,1,1,1,0,0,4,10,0,3,1,2.914228723,0,1
2214,1,1,45,11,10,0,0,0,2.5,10,2,1,5,3,1,0,0,3,1,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1
2215,1,1,45,4,8,2,0,0,0.5,10,3,2,4,0,4,1,1,3,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,4,10,0,3,1,2,0,1
2216,1,1,40,21,5,0,1,1,0.5,10,5,1,0,5,5,0,1,1,4,1,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
2218,1,1,35,22,6,0,1,1,2.5,10,1,1,1,3,4,0,1,3,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
2219,1,0,45,10,2,1,1,1,3.5,10,6,2,4,3,5,0,0,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2220,1,0,45,5,6,0,0,0,1.5,10,6,0,5,2,4,0,0,0,4,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,1,1
2221,1,1,40,18,9,1,3,3,3.5,7,0,3,1,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.982721382,1.57775378,0,1
2222,1,1,55,7,10,0,1,1,1.5,10,1,3,5,3,5,0,0,3,3,1,3,2,1,0,0,0,1,1,1,0,0,0,1,0,4,0,0,3,0,0,0,1
2223,1,0,35,7,1,2,1,1,3.5,3,6,1,1,1,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.049354594,0.277334852,0,1
2224,1,0,55,8,4,1,3,3,3.5,4,6,0,4,0,3,0,1,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.475728155,0.635217391,0,0
2225,1,1,30,8,4,0,3,3,0.5,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.974324324,0,0
2226,1,1,45,22,3,1,3,3,2.5,3,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.735926305,0.747697032,0,1
2227,1,1,55,2,6.082216088,0,3,3,0.5,10,6,3,5,3,2,1,1,3,4,1,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.186602871,0.873803828,0,0
2228,1,1,35,10,9,1,2,2,0.5,8,5,1,2,5,2,0,1,0,4,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.632014719,0.672033119,0,1
2229,1,1,35,18,9,1,0,0,2.5,8,4,2,3,3,4,1,0,2,0,1,1,2,1,0,0,0,1,1,0,0,0,1,1,0,4,10,3,0,0.806451613,0.184097782,0,0
2230,1,1,40,14,3,0,0,0,0.5,10,4,3,0,5,4,1,1,3,4,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2231,1,1,35,19,10,1,2,2,3.5,10,6,2,4,5,5,0,0,3,4,0,3,2,1,0,0,1,1,0,0,0,0,1,1,0,4,0,0,3,1,1.017409471,0,0
2232,1,1,35,14,7,2,0,0,1.5,8,6,0,4,3,5,0,0,3,3,0,2,2,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0.817114094,0,0
2233,1,0,35,17,5,0,3,3,1.5,10,6,3,5,2,5,1,1,2,4,1,1,2,1,0,1,0,0,1,1,0,0,1,1,0,4,0,0,0,0,0,1,1
2234,1,1,35,8,2,0,0,0,2.5,6,0,0,0,3,3,0,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,10,1,0,0,0,0,1
2235,1,1,55,20,2,0,3,3,0.5,8,5,1,5,0,4,0,0,2,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.953208556,0,1
2236,0,0,30,14,6,0,0,0,0.5,5,3,0,2,1,4,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,0,1,1,2.824097938,0,0
2237,1,1,35,6,8,0,2,2,1.5,10,6,2,4,5,5,0,0,3,4,0,2,2,1,0,0,0,0,1,1,0,0,0,0,0,4,10,3,1,0,0,0,1
2238,1,0,55,14,2,0,2,2,1.5,9,4,3,1,1,1,0,1,3,3,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,4,10,1,2,0.663954944,0.228566959,1,1
2239,1,1,45,1,8,2,1,1,2.5,4,1,3,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,4,6,0,3,0.917259211,0.708306399,0,1
2241,1,0,35,6,7,2,1,1,2.5,10,6,2,2,4,5,1,0,3,4,0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,4,1,0,3,0.7090301,1,1,1
2242,1,1,55,6,8,2,0,0,2.5,10,4,0,5,5,5,0,1,3,3,0,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2243,1,1,35,18,4,1,1,1,1.5,7,3,1,1,1,3,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,4,2,0,0,0.921052632,0.68656015,0,0
2244,1,0,35,8,7,2,1,1,1.5,7,6,1,5,0,5,1,0,2,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.967840735,0.559341501,0,0
2245,1,0,55,14,3,0,2,2,0.5,10,6,0,5,2,3,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.971409574,0,1
2246,1,0,40,24,4,0,3,3,1.5,4,6,2,1,3,4,0,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0.138280833,0.195008009,0,0
2247,1,1,45,2,3,0,2,2,3.5,10,6,3,3,5,3,0,1,2,4,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,0.842666667,1.461,0,0
2248,1,1,30,2,5,0,3,3,1.5,6,1,1,0,3,1,0,0,3,1,1,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,6,0,2,1,1.275611176,0,0
2249,1,0,55,8,5,0,2,2,2.5,10,6,0,5,0,5,0,0,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,1,2,6,1,1,0,0.635217391,0,0
2250,1,1,35,19,9,1,1,1,3.5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,1
2251,1,1,40,19,6,2,2,2,3.5,10,6,3,5,1,4,1,1,3,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1
2252,1,0,40,16,5,0,3,3,3.5,5,2,3,1,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,1,0,0,1,0
2253,1,1,45,19,5,1,1,1,3.5,10,0,3,2,3,5,0,1,3,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,1
2254,1,0,30,11,6,1,3,3,3.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.475728155,0.635217391,0,0
2255,1,1,40,5,5,1,2,2,1.5,8,3,1,3,4,2,0,1,3,3,1,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.305194805,0.790584416,0,0
2256,1,0,55,8,6,2,2,2,1.5,6,6,0,5,5,3,0,0,3,4,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2257,1,1,35,22,9,1,0,0,1.5,7,4,2,2,4,3,0,0,1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4,10,2,0,0.423826715,0.527436823,0,0
2258,1,0,40,16,6,2,0,0,1.5,6,1,3,1,0,1,1,0,1,2,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,6,0,0,1,0.972703063,0,1
2259,1,1,30,5,7,0,3,3,1.5,5,2,1,0,5,2,0,0,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1
2260,1,1,35,19,7,2,1,1,2.5,10,4,3,3,0,2,0,1,3,2,1,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
2261,1,1,35,11,7,2,3,3,0.5,9,4,0,5,1,3,0,0,1,1,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0
2262,1,1,55,23,6,0,0,0,1.5,10,6,0,5,5,4,0,0,3,4,0,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.177374302,0.510125698,0,1
2263,1,0,35,1,10,1,0,0,3.5,5,1,2,2,1,1,0,1,3,1,0,3,1,1,0,0,1,0,1,1,0,0,1,1,1,4,3,2,3,0,0,0,0
2264,1,1,40,3,8,2,0,0,1.5,9,3,2,1,4,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
2265,1,0,45,24,4,0,2,2,1.5,10,6,3,5,1,5,0,0,3,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0.809946714,0.648756661,0,0
2266,1,1,35,6,8,1,0,0,2.5,10,4,2,5,0,5,0,0,3,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,1
2267,1,1,40,2,10,1,3,3,3.5,7,1,3,1,2,1,0,1,1,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,5,3,0,0.939597315,1,0,1
2268,1,1,40,6,8,2,3,3,2.5,10,2,2,5,1,0,0,0,3,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.243589744,1,0,1
2269,1,1,35,23,8,2,0,0,1.5,10,0,0,5,2,2,0,1,3,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1
2270,1,0,40,21,9,1,1,1,1.5,10,5,3,5,5,3,1,0,3,3,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58496732,1,0,1
2271,1,1,45,9,4,1,3,3,3.5,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.635217391,0,0
2272,1,1,55,4,5,0,3,3,3.5,10,6,3,5,5,2,0,0,3,3,1,3,0,0,0,0,0,0,1,1,0,1,0,1,0,3,0,0,0,0.687737042,0.461757269,0,1
2273,1,0,40,10,4,0,2,2,1.5,3,6,0,0,3,4,0,0,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.94379845,0,0
2274,1,0,35,12,6,2,0,0,1.5,5,6,1,0,5,5,1,0,2,4,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,4,10,3,1,0.519111111,0.324666667,0,1
2275,1,1,35,2,4,0,1,1,0.5,5,1,1,1,2,0,0,0,3,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2276,1,1,45,2,10,1,1,1,3.5,10,5,3,5,1,1,0,0,3,1,1,3,1,1,0,0,0,0,1,1,1,1,1,0,1,4,10,1,1,0.606635071,3.462085308,0,1
2277,1,0,30,4,5,2,2,2,1.5,5,4,3,3,0,2,1,0,3,2,1,3,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0.657515752,0,0
2278,0,0,55,14,6,0,3,3,1.5,10,6,3,5,0,5,0,0,3,3,1,3,0,0,0,0,0,0,1,1,1,0,0,1,0,4,6,0,1,0,0,0,1
2279,1,0,30,17,10,1,2,2,1.5,10,0,0,5,0,4,0,0,3,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0,1,4,1,0,0,0.5475,1.82625,0,1
2280,1,0,30,22,7,1,3,3,1.5,10,6,2,3,5,4,0,0,3,4,0,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0.072463768,2,0,1
2281,1,1,35,25,10,0,0,0,1.5,10,3,2,5,1,5,0,0,3,3,1,3,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2282,0,0,40,1,6,2,3,3,1.5,7,5,2,0,5,1,0,0,2,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,2,0,0
2283,1,1,40,8,7,1,0,0,3.5,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475728155,0.635217391,0,0
2284,1,1,45,3,4,0,0,0,0.5,10,0,0,4,3,5,0,0,3,0,0,2,2,1,0,0,1,0,1,1,1,0,1,1,1,3,3,3,1,0,0,0,1
2285,1,1,35,19,7,2,3,3,1.5,8,6,3,1,3,5,0,0,2,4,1,2,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
2286,1,0,35,23,8,1,0,0,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.454361055,0.740872211,0,1
2287,1,1,45,2,7,2,1,1,2.5,10,6,3,1,5,5,0,0,3,4,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.475728155,0.635217391,1,0
2288,1,1,55,1,9,1,3,3,3.5,10,5,3,5,1,2,0,0,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.545454545,1,0,1
2289,0,1,55,8,4,0,1,1,1.5,8,6,1,5,1,5,0,0,3,4,1,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,4,0,2,0,0,0,0
2290,1,1,35,5,4,0,3,3,1.5,4,4,2,2,1,0,0,1,2,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.875831486,0.809866962,0,0
2291,1,1,40,4,5,0,3,3,1.5,9,6,3,3,3,5,1,0,3,3,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,4,0,0,2,1,0.677643785,0,0
2292,1,1,35,20,10,1,0,0,3.5,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,4,0,0,2,0.715923567,0.465286624,0,1
2293,1,1,35,7,8,1,0,0,1.5,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0.076989619,0.315960208,1,0
2294,1,1,30,4,8,2,3,3,0.5,10,5,0,5,2,5,0,0,3,3,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,4,3,1,2,0,0,0,0
2295,1,1,45,6,10,1,0,0,1.5,10,6,3,5,2,5,0,0,3,4,1,3,1,1,0,0,1,0,1,1,0,0,0,0,0,1,6,0,1,0,0,1,1
2296,1,1,55,3,10,1,3,3,3.5,10,1,3,5,2,3,0,0,3,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1
2297,1,1,30,23,7,2,2,2,3.5,6,3,2,5,1,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,10,3,0,0.670753065,0.63966725,0,1
2298,1,1,55,4,5,0,1,1,3.5,5,3,3,1,1,2,0,0,2,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2299,1,1,35,8,6,2,3,3,3.5,4,6,0,1,5,5,0,0,2,4,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,6,0,3,1,2,0,1
2300,1,1,55,4,7,0,2,2,0.5,10,2,2,5,0,5,0,0,3,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2301,1,1,40,20,3,0,3,3,0.5,10,6,1,5,5,4,0,1,1,4,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2302,1,1,55,2,6,0,1,1,0.5,10,6,0,5,2,3,0,0,3,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,1,1
2303,1,1,30,21,8,0,1,1,0.5,10,2,1,5,0,5,1,1,3,1,1,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,6,0,0,1,1.637892377,0,1
2304,1,1,55,5,6,2,3,3,3.5,10,1,1,5,2,1,0,0,3,1,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0.000874126,0.319274476,1,0
2305,1,1,30,21,9,1,3,3,3.5,2,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.281578947,1,0
2306,1,1,45,21,9,1,3,3,1.5,10,6,2,5,3,3,0,1,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0.583126551,0.906327543,0,1
2307,1,1,45,12,5,0,3,3,3.5,10,6,1,5,5,5,0,0,3,4,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.30206379,0.342636023,0,1
2308,1,1,40,11,4,1,1,1,2.5,10,2,1,5,5,1,0,1,3,1,0,3,1,0,0,0,1,0,1,1,1,0,0,0,0,0,5,3,0,0.39380531,1.616150442,0,1
2309,1,1,55,17,6,1,3,3,3.5,3,1,3,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635217391,0,0
2310,1,1,30,7,8,1,3,3,1.5,10,6,3,5,1,5,0,0,3,4,1,3,0,1,1,0,0,1,1,1,0,0,0,0,0,0,7,1,2,1,1.585286458,0,0
2311,1,0,35,9,8,2,2,2,1.5,10,6,1,5,3,5,0,0,3,4,0,3,2,1,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0.182524272,0.709223301,0,1
2312,1,1,40,8,5,0,2,2,0.5,9,6,0,2,5,5,0,0,3,3,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2313,1,1,35,4,5,0,0,0,0.5,7,3,2,1,3,1,1,1,0,3,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.869880546,0,0
2314,1,1,30,14,7,2,1,1,1.5,3,4,3,0,2,2,1,1,2,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,10,0,0,0.910360885,0.850407451,0,0
2315,1,1,35,18,8,1,2,2,1.5,10,6,3,1,3,5,1,0,3,4,1,3,2,0,1,0,0,1,1,1,1,0,0,0,0,4,9,3,0,0.19777932,0.253469813,0,0
2316,1,0,30,8,6,2,3,3,1.5,4,6,0,4,0,4,0,0,2,1,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.997297297,1.974324324,0,1
2317,0,0,45,24,6,0,0,0,2.5,10,6,3,3,5,5,1,0,3,4,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,3,10,0,2,0.824137931,1.259482759,0,0
2318,1,0,55,21,4,0,3,3,3.5,3,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.750887874,0.185312024,1,0
2319,1,1,35,4,6,2,1,1,2.5,4,4,0,0,4,2,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.20123839,0.565402477,0,1
2320,1,1,40,7,8,0,1,1,2.5,10,6,3,2,5,3,1,1,3,4,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.635217391,0,0
2321,1,1,40,21,3,0,0,0,0.5,8,4,1,4,1,1,0,0,3,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,1
2322,1,1,40,23,4,0,3,3,0.5,10,6,1,2,5,4,0,1,3,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1.557569296,0,0
2323,1,1,30,19,6,2,3,3,3.5,7,2,0,0,5,4,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2324,1,0,55,8,3,0,1,1,2.5,8,1,0,3,4,2,0,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.498294679,0,0
2325,1,0,35,17,7,0,1,1,1.5,10,6,3,5,2,5,1,0,3,4,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,5,0,3,0.69375,4,0,1
2326,1,0,30,1,8,2,0,0,3.5,5,6,0,5,1,4,0,0,1,4,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,6,0,1,0.184803002,0.685272045,0,1
2327,1,0,55,17,2,0,0,0,0.5,7,5,0,1,2,4,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0.655870445,1,1,1
2328,1,1,35,1,5,0,3,3,0.5,10,6,1,1,5,5,0,0,2,4,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,10,3,0,0.77037037,1.352777778,0,1
2329,0,0,40,4,10,1,1,1,3.5,10,6,1,5,0,5,0,0,3,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,1,1.17949408,1,1
2330,1,1,35,20,5,0,0,0,1.5,9,6,2,1,2,3,1,1,3,4,1,0,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,1,1,55,7,1,1,0,0,0.5,10,6,1,5,2,5,0,0,3,4,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0.878440367,0.837729358,1,1
2332,1,1,55,3,10,0,0,0,0.5,10,6,2,5,2,2,1,0,3,1,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,4,9,2,1,0.475728155,0.635217391,0,0
2333,1,1,55,9,9,1,3,3,1.5,10,6,3,5,3,5,0,0,3,4,1,3,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0.400727273,0.796909091,0,1
2334,1,1,40,5,7,1,0,0,2.5,10,1,1,5,1,2,0,1,3,1,1,3,0,0,0,1,1,0,0,0,0,1,1,0,1,0,4,3,2,0.162450067,0.972703063,1,1
2335,1,1,35,18,5,1,2,2,1.5,3,3,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
2337,1,0,55,21,4,0,1,1,3.5,3,2,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.635217391,0,0
2338,1,1,45,3,1,0,0,0,1.5,10,6,2,5,0,1,0,0,3,4,0,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2339,1,1,40,8,5,0,3,3,1.5,10,6,3,3,3,5,1,1,2,4,1,2,0,1,1,1,0,1,1,1,0,0,0,0,1,0,10,0,3,0.506091846,0.342314902,1,0
2340,0,0,55,20,8,2,0,0,2.5,10,4,3,1,5,3,0,0,3,2,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,6,2,0,1,2,0,1
2341,1,1,35,19,5,0,3,3,0.5,9,6,0,2,2,5,0,1,1,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1
2342,1,0,30,1,9,1,0,0,1.5,10,1,0,5,3,3,0,0,3,2,0,3,2,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0.355450237,1,0,1
2343,1,1,45,4,3,1,0,0,1.5,7,2,1,4,0,3,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,3,1,3,0,0,0,0,1
2344,1,1,55,4,2,1,0,0,3.5,8,6,3,5,1,1,0,0,2,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0
2345,1,1,40,6,4,0,2,2,2.5,7,2,2,5,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.322147651,0.490268456,0,1
2346,1,0,55,22,3,1,0,0,3.5,7,1,2,3,0,0,0,1,3,1,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.705645161,1,0,0
2347,1,1,55,3,5,0,2,2,3.5,6,2,1,1,2,2,0,0,3,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,5,3,0,0.130801688,0.77056962,0,1
2348,1,1,45,11,4,0,0,0,3.5,10,1,2,3,4,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.46866485,0.995231608,0,1
2349,1,1,30,18,7,2,3,3,2.5,4,5,1,1,1,4,0,1,3,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2350,1,1,40,19,7,1,3,3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2351,1,1,55,7,9,2,1,1,1.5,10,6,1,5,1,5,0,0,3,4,1,3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,6,0,0,1,1.057673745,0,0
2353,1,1,35,6,8,2,0,0,3.5,7,6,0,5,2,2,0,1,1,3,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.115610016,0.389184869,0,1
2354,1,1,55,4,7,2,0,0,3.5,6,2,1,5,0,1,0,0,3,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0.475728155,0.635217391,0,0
2355,1,1,55,22,6.082216088,0,3,3,1.5,5,2,2,1,3,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.994444444,1,0,0
2356,1,1,35,18,8,2,3,3,0.5,6,5,3,0,4,4,0,0,3,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,4,10,1,0,0.148870637,0.75,0,0
2357,1,1,55,4,3,1,3,3,3.5,10,0,3,5,1,2,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0.574309979,1.163216561,0,1
2358,1,1,35,3,9,0,2,2,3.5,10,6,3,1,5,5,1,0,2,4,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.201877934,0.244969819,0,1
2359,1,1,40,25,4,1,3,3,1.5,9,6,3,3,0,5,1,0,2,3,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,5,0,0,1,3,0,1
2360,1,0,55,20,6,2,1,1,0.5,6,0,0,4,1,1,0,0,3,1,0,3,1,1,0,0,1,0,1,1,0,0,0,0,0,4,5,0,3,0.598360656,1.49692623,0,1
